time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-06T15:47:34.835Z,60.0938,-141.2405,0,2.3,ml,,,,0.66,ak,ak17952404,2018-01-06T16:00:11.497Z,"66km E of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-01-06T15:39:44.350Z,0.9071,125.3788,83.49,5.1,mb,,62,1.992,1.33,us,us1000c1fn,2018-01-06T22:23:10.086Z,"63km SSE of Bitung, Indonesia",earthquake,5,7.4,0.09,40,reviewed,us,us
2018-01-06T15:39:43.505Z,53.1516,-166.8138,31.2,2.5,ml,,,,0.23,ak,ak17952399,2018-01-06T20:45:02.244Z,"82km SSW of Unalaska, Alaska",earthquake,,14.2,,,reviewed,ak,ak
2018-01-06T15:37:17.170Z,28.8464,-98.1843,5,3.5,mb_lg,,80,0.329,0.73,us,us1000c1fk,2018-01-07T04:18:18.844Z,"26km SSW of Poth, Texas",earthquake,3.6,1.6,0.075,46,reviewed,us,us
2018-01-06T15:36:44.680Z,34.2886667,-117.9876667,12.48,1.38,ml,15,67,0.05469,0.26,ci,ci37848095,2018-01-06T15:40:23.615Z,"15km NNE of Sierra Madre, CA",earthquake,0.66,0.82,0.355,31,automatic,ci,ci
2018-01-06T15:33:15.640Z,46.2968333,-122.0406667,5.73,0.55,ml,10,248,0.0846,0.12,uw,uw61363221,2018-01-07T00:18:35.720Z,"34km SSE of Morton, Washington",earthquake,0.54,1.46,0.277,6,reviewed,uw,uw
2018-01-06T15:32:33.311Z,60.7212,-151.8488,81.8,1.8,ml,,,,0.36,ak,ak17952394,2018-01-06T15:36:55.946Z,"30km W of Nikiski, Alaska",earthquake,,1,,,automatic,ak,ak
2018-01-06T15:22:09.880Z,34.6494,45.7993,10,5,mww,,53,0.47,1.33,us,us1000c1fi,2018-01-06T20:25:00.168Z,"21km NNW of Sarpol-e Zahab, Iran",earthquake,5.9,1.9,0.073,18,reviewed,us,us
2018-01-06T15:19:10.900Z,38.8246651,-122.8546677,2.2,1.03,md,15,77,0.003352,0.03,nc,nc72949826,2018-01-06T17:07:01.934Z,"10km WNW of The Geysers, CA",earthquake,0.29,0.49,0.18,3,automatic,nc,nc
2018-01-06T15:10:00.260Z,33.519,-116.7921667,2.7,0.25,ml,19,70,0.06513,0.22,ci,ci37848079,2018-01-06T15:13:43.477Z,"11km NE of Aguanga, CA",earthquake,0.33,0.53,0.136,9,automatic,ci,ci
2018-01-06T15:08:40.599Z,59.9223,-141.5069,0,2.1,ml,,,,0.66,ak,ak17952391,2018-01-06T15:21:32.408Z,"54km ESE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-01-06T14:51:33.290Z,18.0998,-68.657,110,3.2,md,5,221,1.618,0.31,pr,pr2018006006,2018-01-06T17:34:02.153Z,"31km S of Boca de Yuma, Dominican Republic",earthquake,6.17,5.15,0.4,4,reviewed,pr,pr
2018-01-06T14:23:05.040Z,34.1746667,-117.8148333,9.46,1.27,ml,28,50,0.0829,0.26,ci,ci37848071,2018-01-06T14:26:50.386Z,"6km NE of Glendora, CA",earthquake,0.37,0.82,0.156,29,automatic,ci,ci
2018-01-06T14:19:27.860Z,42.2419,-104.7215,5,2.5,ml,,107,1.089,1.43,us,us1000c1f3,2018-01-07T02:26:59.647Z,"3km SSE of Guernsey, Wyoming",earthquake,3.6,1.5,0.256,2,reviewed,us,us
2018-01-06T14:15:07.770Z,46.2013333,-122.1773333,1.61,0.1,ml,6,141,0.01424,0.03,uw,uw61363216,2018-01-06T23:57:12.960Z,"38km NNE of Amboy, Washington",earthquake,0.39,0.45,0.031,3,reviewed,uw,uw
2018-01-06T14:14:34.130Z,38.7953339,-122.7223358,1.85,1.9,md,17,50,0.00555,0.06,nc,nc72949781,2018-01-06T15:43:01.767Z,"3km S of Cobb, CA",earthquake,0.26,0.46,0.12,9,automatic,nc,nc
2018-01-06T14:12:14.890Z,38.8110008,-122.8059998,1.92,2.11,md,33,65,0.008889,0.04,nc,nc72949776,2018-01-06T15:14:01.693Z,"6km NW of The Geysers, CA",earthquake,0.17,0.33,0.27,12,automatic,nc,nc
2018-01-06T14:09:49.420Z,38.8116684,-122.8180008,1.92,1.15,md,12,142,0.009169,0.07,nc,nc72949771,2018-01-06T14:59:01.666Z,"7km NW of The Geysers, CA",earthquake,0.43,0.57,0.08,5,automatic,nc,nc
2018-01-06T14:08:21.430Z,19.118,-66.4503,35,2.74,md,3,334,0.829,0.09,pr,pr2018006005,2018-01-06T17:33:43.754Z,"72km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.8,9.81,0.28,2,reviewed,pr,pr
2018-01-06T14:00:39.078Z,63.2737,-150.1883,99.1,1.4,ml,,,,0.28,ak,ak17950432,2018-01-06T20:37:18.929Z,"63km WSW of Cantwell, Alaska",earthquake,,5,,,reviewed,ak,ak
2018-01-06T14:00:03.220Z,3.6415,-78.0769,28.86,4.7,mb,,119,1.907,1.39,us,us1000c1f1,2018-01-06T14:33:05.040Z,"104km SW of Santa Genoveva de Docorodo, Colombia",earthquake,6,7.3,0.123,20,reviewed,us,us
2018-01-06T13:54:05.670Z,37.6081657,-118.8148346,4.18,1.32,md,15,79,0.02136,0.02,nc,nc72949766,2018-01-06T14:31:02.625Z,"13km WNW of Toms Place, CA",earthquake,0.31,0.53,0.11,12,automatic,nc,nc
2018-01-06T13:52:55.570Z,4.1484,126.758,55.43,4.8,mb,,115,3.13,1.16,us,us1000c1ey,2018-01-06T14:13:29.040Z,"199km SE of Sarangani, Philippines",earthquake,5.8,6.9,0.084,44,reviewed,us,us
2018-01-06T13:45:28.520Z,40.7666,142.5522,44.64,4.7,mb,,150,1.129,1.09,us,us1000c1ep,2018-01-07T01:19:26.240Z,"93km ENE of Hachinohe, Japan",earthquake,6.7,8.3,0.099,31,reviewed,us,us
2018-01-06T13:42:15.270Z,62.1744,-145.5538,25.6,1.9,ml,,,,0.54,ak,ak17950430,2018-01-06T13:48:45.212Z,"7km N of Glennallen, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-01-06T12:56:57.290Z,36.1055,-117.7626667,6.36,1.58,ml,17,76,0.07562,0.15,ci,ci37848047,2018-01-07T02:35:00.665Z,"18km ENE of Coso Junction, CA",earthquake,0.35,0.59,0.163,20,automatic,ci,ci
2018-01-06T12:41:46.127Z,37.7551,-116.3408,8.4,1.8,ml,17,109.85,0.483,0.2288,nn,nn00617290,2018-01-07T02:34:58.715Z,"48km S of Warm Springs, Nevada",earthquake,,5.2,0.23,12,reviewed,nn,nn
2018-01-06T12:33:39.400Z,-7.283,129.2045,142.88,4.1,mb,,74,2.189,1.14,us,us1000c1el,2018-01-06T12:51:07.040Z,"244km WNW of Saumlaki, Indonesia",earthquake,6.7,12.1,0.158,11,reviewed,us,us
2018-01-06T12:33:30.520Z,19.2931,-66.9111,37,3.15,md,4,336,0.9594,0.06,pr,pr2018006004,2018-01-06T16:25:44.260Z,"88km N of Isabela, Puerto Rico",earthquake,1.43,6.96,0.07,3,reviewed,pr,pr
2018-01-06T12:12:34.080Z,33.4243333,-117.7221667,15.59,1.32,ml,22,188,0.1375,0.3,ci,ci37848039,2018-01-06T12:23:12.070Z,"5km SSW of Dana Point, CA",earthquake,1.05,0.81,0.261,28,automatic,ci,ci
2018-01-06T11:59:04.290Z,33.6696667,-116.713,14.82,0.36,ml,19,93,0.0414,0.07,ci,ci37848031,2018-01-06T12:02:47.865Z,"8km S of Idyllwild, CA",earthquake,0.22,0.35,0.081,11,automatic,ci,ci
2018-01-06T11:46:47.420Z,46.8938333,-112.5238333,10.45,1.68,ml,15,117,0.11,0.19,mb,mb80276889,2018-01-06T15:57:15.980Z,"13km ESE of Lincoln, Montana",earthquake,0.55,0.89,0.002,2,reviewed,mb,mb
2018-01-06T11:42:46.570Z,60.3911,-149.6044,33.7,1.3,ml,,,,0.52,ak,ak17946525,2018-01-06T20:26:36.501Z,"27km NNW of Bear Creek, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2018-01-06T11:40:30.630Z,38.8191681,-122.7975006,4.02,0.83,md,7,172,0.01131,0.02,nc,nc72949761,2018-01-06T14:05:03.568Z,"6km NW of The Geysers, CA",earthquake,1.01,0.85,0.17,3,automatic,nc,nc
2018-01-06T11:39:30.810Z,33.8443333,-117.698,6.76,1.1,ml,36,57,0.07767,0.19,ci,ci37848023,2018-01-06T11:43:09.430Z,"11km ENE of Villa Park, CA",earthquake,0.27,0.75,0.112,31,automatic,ci,ci
2018-01-06T11:36:05.350Z,47.0043333,-121.8985,16.8,0.62,ml,8,205,0.0795,0.11,uw,uw61363211,2018-01-07T00:12:22.740Z,"20km SSE of Buckley, Washington",earthquake,0.61,0.75,0.104,6,reviewed,uw,uw
2018-01-06T11:33:08.910Z,19.2001667,-155.4256592,34.25,2.44,ml,52,145,0.04569,0.14,hv,hv70007597,2018-01-06T11:38:44.000Z,"5km E of Pahala, Hawaii",earthquake,0.53,0.75,0.06,3,automatic,hv,hv
2018-01-06T11:10:05.020Z,46.2013333,-122.1893333,0.94,-0.15,md,6,103,0.01289,0.03,uw,uw61363206,2018-01-07T00:00:22.080Z,"37km NNE of Amboy, Washington",earthquake,0.39,0.6,0.717,2,reviewed,uw,uw
2018-01-06T11:03:12.630Z,19.1821,-66.9436,52,3.25,md,6,334,0.8567,0.3,pr,pr2018006003,2018-01-06T16:25:32.851Z,"75km N of Isabela, Puerto Rico",earthquake,3.38,9.77,0.11,5,reviewed,pr,pr
2018-01-06T11:02:14.560Z,38.8274994,-122.8249969,0.77,0.56,md,5,128,0.008976,0.01,nc,nc72949746,2018-01-06T13:08:01.464Z,"8km NW of The Geysers, CA",earthquake,0.85,1.95,,1,automatic,nc,nc
2018-01-06T10:48:22.438Z,35.9679,-116.8302,9.1,0.1,ml,4,222.52,0.032,0.0771,nn,nn00617298,2018-01-07T02:35:04.197Z,"56km ENE of Searles Valley, California",earthquake,,5.7,0.35,3,reviewed,nn,nn
2018-01-06T10:43:33.100Z,33.6575,-116.7051667,15.55,0.53,ml,21,96,0.05405,0.28,ci,ci37848015,2018-01-06T10:47:17.180Z,"9km S of Idyllwild, CA",earthquake,0.6,0.85,0.191,12,automatic,ci,ci
2018-01-06T10:36:01.850Z,28.9509,142.3625,10,4.8,mb,,141,1.854,0.5,us,us1000c1eh,2018-01-06T11:01:13.040Z,"207km N of Chichi-shima, Japan",earthquake,7.4,1.9,0.072,59,reviewed,us,us
2018-01-06T10:33:42.760Z,46.6135,-119.8381667,5.86,0.64,ml,9,160,0.0562,0.06,uw,uw61363196,2018-01-07T00:08:44.030Z,"9km SE of Desert Aire, Washington",earthquake,0.35,0.32,0.087,6,reviewed,uw,uw
2018-01-06T10:32:43.420Z,61.2974,-150.3182,39,2.3,ml,,,,0.51,ak,ak17944578,2018-01-06T10:46:52.270Z,"24km WNW of Anchorage, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-01-06T10:26:38.880Z,0.3237,98.6021,49.88,4.9,mb,,75,1.414,0.82,us,us1000c1ee,2018-01-06T10:43:23.040Z,"137km SSW of Padangsidempuan, Indonesia",earthquake,7.8,7.2,0.064,76,reviewed,us,us
2018-01-06T10:24:36.534Z,39.0396,-118.8125,14.5,0.9,ml,9,96.3,0.337,0.1141,nn,nn00617297,2018-01-07T02:35:02.794Z,"30km ENE of Yerington, Nevada",earthquake,,7.4,0,1,reviewed,nn,nn
2018-01-06T10:19:56.747Z,62.0945,-151.0674,67.7,1.8,ml,,,,0.36,ak,ak17944575,2018-01-06T10:27:13.540Z,"56km WSW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-01-06T10:09:16.120Z,38.8125,-122.8306656,0.38,0.7,md,10,64,0.003808,0.07,nc,nc72949731,2018-01-06T10:49:03.211Z,"8km WNW of The Geysers, CA",earthquake,0.3,0.53,0.26,2,automatic,nc,nc
2018-01-06T10:08:37.030Z,38.8128319,-122.8304977,0.6,0.56,md,8,107,0.00409,0.04,nc,nc72949726,2018-01-06T12:11:02.364Z,"8km WNW of The Geysers, CA",earthquake,0.49,0.95,,1,automatic,nc,nc
2018-01-06T10:08:29.900Z,38.8269997,-122.8539963,2.46,1.34,md,10,126,0.01531,0.04,nc,nc72949721,2018-01-06T11:43:01.315Z,"10km WNW of The Geysers, CA",earthquake,0.49,1.17,,1,automatic,nc,nc
2018-01-06T10:08:29.449Z,36.7321,-116.0005,2.5,0.2,ml,15,98.87,0.013,0.1227,nn,nn00617289,2018-01-07T02:34:55.532Z,"58km N of Pahrump, Nevada",earthquake,,1,0.24,10,reviewed,nn,nn
2018-01-06T10:06:40.622Z,62.9244,-150.6534,91.8,1.6,ml,,,,0.3,ak,ak17944565,2018-01-06T10:14:13.642Z,"72km NNW of Talkeetna, Alaska",earthquake,,1.4,,,automatic,ak,ak
2018-01-06T10:03:44.610Z,33.512,-116.7961667,5.01,1.09,ml,47,36,0.07248,0.17,ci,ci37848007,2018-01-06T10:07:31.331Z,"10km NE of Aguanga, CA",earthquake,0.17,0.95,0.13,26,automatic,ci,ci
2018-01-06T10:02:46.940Z,38.7890015,-122.7643356,1.15,0.56,md,7,119,0.01829,0.02,nc,nc72949716,2018-01-06T11:17:02.275Z,"2km NNW of The Geysers, CA",earthquake,0.64,0.97,0.08,3,automatic,nc,nc
2018-01-06T09:54:44.520Z,34.043,-117.2396667,16.08,0.68,ml,22,69,0.1231,0.17,ci,ci37847999,2018-01-06T09:58:27.933Z,"2km ESE of Loma Linda, CA",earthquake,0.38,0.69,0.117,16,automatic,ci,ci
2018-01-06T09:39:13.568Z,37.1379,-116.0287,5.3,-0.1,ml,9,167.66,0.057,0.1209,nn,nn00617306,2018-01-07T02:35:13.058Z,"69km ENE of Beatty, Nevada",earthquake,,4.2,0.18,2,reviewed,nn,nn
2018-01-06T09:36:17.870Z,38.8136673,-122.8273315,1.5,1.16,md,15,85,0.005005,0.05,nc,nc72949711,2018-01-06T10:49:02.211Z,"7km WNW of The Geysers, CA",earthquake,0.25,0.48,0.07,5,automatic,nc,nc
2018-01-06T08:56:53.600Z,19.2080002,-155.47966,32.21,1.89,md,21,192,0.04412,0.18,hv,hv70007562,2018-01-06T08:59:59.600Z,"0km N of Pahala, Hawaii",earthquake,0.88,1.41,0.07,5,automatic,hv,hv
2018-01-06T08:23:37.592Z,37.9651,-118.7363,8.9,1.2,ml,16,108.66,0.104,0.1339,nn,nn00617305,2018-01-07T02:35:11.455Z,"40km NNE of Mammoth Lakes, California",earthquake,,3,0.24,7,reviewed,nn,nn
2018-01-06T08:22:01.890Z,16.0467,-93.6829,111.46,4,mb,,148,1.503,0.98,us,us1000c1e8,2018-01-06T09:02:29.040Z,"8km ESE of Tonala, Mexico",earthquake,9.2,12.7,0.195,7,reviewed,us,us
2018-01-06T07:59:38.630Z,38.8230019,-122.7808304,-0.12,0.93,md,6,151,0.009729,0.01,nc,nc72949686,2018-01-06T08:22:02.912Z,"5km W of Cobb, CA",earthquake,0.58,0.72,0.06,2,automatic,nc,nc
2018-01-06T07:56:49.560Z,5.426,-77.7277,35.63,4.5,mb,,109,3.441,1.4,us,us1000c1du,2018-01-06T08:31:42.040Z,"59km WSW of Nuqui, Colombia",earthquake,6.7,12.4,0.139,15,reviewed,us,us
2018-01-06T07:55:56.860Z,33.4898333,-116.7815,5.79,0.38,ml,19,81,0.08393,0.17,ci,ci37847991,2018-01-06T07:59:30.161Z,"9km NE of Aguanga, CA",earthquake,0.32,1.18,0.109,9,automatic,ci,ci
2018-01-06T07:39:41.220Z,46.8696667,-121.739,-1.83,-0.16,md,4,157,0.004735,0.33,uw,uw61363191,2018-01-07T00:46:27.980Z,"29km N of Packwood, Washington",earthquake,2.61,5.02,0.319,3,reviewed,uw,uw
2018-01-06T07:32:13.720Z,6.7904,-73.0365,154.77,4.2,mb,,69,2.317,0.79,us,us1000c1dr,2018-01-06T08:26:03.040Z,"10km N of Aratoca, Colombia",earthquake,9.3,10.1,0.147,13,reviewed,us,us
2018-01-06T07:25:44.580Z,19.2648335,-155.2318268,9.18,1.89,ml,52,167,0.01767,0.22,hv,hv70007532,2018-01-06T07:31:18.570Z,"18km S of Volcano, Hawaii",earthquake,0.51,0.54,0.15,6,automatic,hv,hv
2018-01-06T06:47:27.830Z,38.8218346,-122.7978363,2.64,0.76,md,10,67,0.01399,0.03,nc,nc72949681,2018-01-06T07:02:03.757Z,"6km NW of The Geysers, CA",earthquake,0.35,0.61,0.16,2,automatic,nc,nc
2018-01-06T06:11:21.690Z,19.5181675,-155.4203339,21.32,1.8,md,28,53,0.04081,0.16,hv,hv70007497,2018-01-06T06:14:30.950Z,"21km WNW of Volcano, Hawaii",earthquake,0.45,0.84,0.07,3,automatic,hv,hv
2018-01-06T05:49:05.710Z,33.5018333,-116.5286667,9.17,0.86,ml,32,67,0.05555,0.17,ci,ci37847983,2018-01-06T05:52:35.960Z,"15km ESE of Anza, CA",earthquake,0.22,0.48,0.235,23,automatic,ci,ci
2018-01-06T05:48:14.710Z,33.5018333,-116.5228333,10.19,0.53,ml,22,86,0.05594,0.14,ci,ci37847975,2018-01-06T05:51:56.981Z,"15km ESE of Anza, CA",earthquake,0.29,0.48,0.142,13,automatic,ci,ci
2018-01-06T05:32:56.050Z,33.5003333,-116.5226667,10,0.73,ml,26,86,0.05744,0.15,ci,ci37847967,2018-01-06T05:36:33.901Z,"15km ESE of Anza, CA",earthquake,0.24,0.44,0.191,24,automatic,ci,ci
2018-01-06T05:31:26.468Z,63.5313,-147.3099,0,2.3,ml,,,,0.63,ak,ak17936821,2018-01-06T05:45:40.582Z,"83km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-06T05:29:01.280Z,38.8046684,-122.8123322,1.64,1.82,md,24,101,0.01371,0.05,nc,nc72949676,2018-01-07T02:41:37.347Z,"6km WNW of The Geysers, CA",earthquake,0.22,0.38,0.1,8,automatic,nc,nc
2018-01-06T05:03:59.050Z,51.8762,-179.6805,126.49,4.2,mb,,132,0.808,0.79,us,us1000c1d8,2018-01-06T20:15:23.914Z,"50km E of Semisopochnoi Island, Alaska",earthquake,12,8.2,0.077,47,reviewed,us,us
2018-01-06T04:58:53.018Z,36.7052,-116.2913,8.6,-0.1,ml,18,77.71,0.067,0.1385,nn,nn00617286,2018-01-07T02:34:53.302Z,"47km ESE of Beatty, Nevada",earthquake,,1.3,0.23,10,reviewed,nn,nn
2018-01-06T04:54:35.230Z,33.4965,-116.7913333,3.82,0.42,ml,19,49,0.08221,0.15,ci,ci37847959,2018-01-06T04:58:17.708Z,"9km NE of Aguanga, CA",earthquake,0.23,0.74,0.112,12,automatic,ci,ci
2018-01-06T04:51:46.542Z,36.7042,-116.2993,6.5,-0.1,ml,9,146.54,0.074,0.0933,nn,nn00617303,2018-01-07T02:35:07.706Z,"46km ESE of Beatty, Nevada",earthquake,,3,0.05,2,reviewed,nn,nn
2018-01-06T04:47:56.070Z,37.6331673,-118.911499,6.25,1.71,md,21,59,0.00984,0.03,nc,nc72949666,2018-01-06T05:12:03.511Z,"6km E of Mammoth Lakes, CA",earthquake,0.44,0.67,0.22,18,automatic,nc,nc
2018-01-06T04:47:24.100Z,37.6363335,-118.9121704,6.19,1.82,md,16,73,0.01261,0.03,nc,nc72949661,2018-01-06T05:02:03.497Z,"6km E of Mammoth Lakes, CA",earthquake,0.69,0.92,0.26,13,automatic,nc,nc
2018-01-06T04:47:11.980Z,37.6341667,-118.9131699,6.14,2.38,md,21,61,0.01148,0.03,nc,nc72949656,2018-01-06T11:14:46.553Z,"6km E of Mammoth Lakes, CA",earthquake,0.37,0.6,0.19,18,automatic,nc,nc
